 UNKNOWN     4
 ar     1
 bg     1
 ca     6
 de     1
 en     31
 es     4
 fa     1
 fr     4
 hu     2
 it     1
 ja     1
 pl     3
 pt     3
 ru     10
 sv     1
 uk     1
 zh     1
