 UNKNOWN     33
 sl     0
 zh     3
 ja     10
 es     3
 ca     8
 en     40
 de     3
 nl     0
 ar     0
 sv     0
 ko     2
 it     2
 ru     18
 pt     2
 am     0
 vi     0
 bg     0
 fa     0
 pl     3
 fr     6
 uk     0
 sco     0
 hu     2
