ar 3 2
bg 1 5
cs 6 6
da 8 12
de 46 44
el 6 5
et 1 0
eu 1 3
fa 13 11
fi 3 5
id 8 11
it 11 10
ja 5 0
ka 1 1
kn 1 1
ko 6 6
la 1 3
lt 1 1
lv 3 3
mt 1 1
nl 9 8
pl 39 36
pt 19 15
rm 1 6
ro 7 12
sco 2 15
sr 2 2
sv 4 1
ta 1 1
tr 1 4
uk 8 8
ur 2 1
vi 12 12
zh 4 2
