Afrikaans    50
Akan    3
Basa Jawa    40
ChiShona    5
Dansk    203
Esperanto    6
IsiZulu    2
Latviešu    46
Oʻzbekcha    11
Suomi    165
Tagalog    10
Türkmençe    5
Беларуская    9
Македонски    10
Српски    19
Українська    115
Հայերեն    14
עברית    40
اُردُو    8
नेपाली    11
मराठी    7
हिन्दी    53
বাংলা    32
ગુજરાતી    3
ଓଡ଼ିଆ    5
தமிழ்    12
తెలుగు    7
ಕನ್ನಡ    3
മലയാളം    4
සිංහල    1
ภาษาไทย    135
မြန်မာစာ    1
ქართული    13
አማርኛ    1
ភាសាខ្មែរ    3
