Bah 1 0
Bok 1 0
Cat 2 2
Dan 4 6
Deu 6 8
Eng 100 83
Esp 11 13
Fra 14 14
Ita 5 4
Lie 1 1
Mag 6 6
Ned 1 1
Pol 10 10
Por 9 8
Rom 3 5
Slo 1 1
Suo 1 1
Sve 1 1
Tiế 2 2
Ελλ 1 0
Бъл 1 2
Rus 17 15
Укр 2 2
فار 1 1
ქარ 1 1
日本語 4 0
普通话 1 1
한국어 1 2
