EMPTY    93
FAILED    20
UNKNOWN     7
bg     1
cs     1
de     1
en     25
es     3
fa     1
fr     4
hil     1
ht     2
hu     2
it     2
ko     1
nl     1
om     1
pl     3
pt     3
rm     2
ru     10
sco     4
uk     1
