lang detectfast langid cld2 pre-detectfast pre-langid pre-cld2
no 1 0 0 685 0 0
da 5 0 0 686 0 0
en 8 11 9 896.75 -96.6371 831.778
br 0 4 0 0 -4.39922 0
zh 4 4 4 491.5 -6046.52 1898
un 0 0 6 0 0 0
la 1 0 0 511 0 0
ru 1 1 1 352 -13992.4 530
