lang detectfast langid cld2 pre-detectfast pre-langid pre-cld2
no 1 0 0 685 0 0
da 2 0 0 685.5 0 0
en 4 6 5 896.75 -144.733 877.4
br 0 2 0 0 -4.39922 0
zh 2 2 2 460.5 -7937.29 1893
un 0 0 3 0 0 0
la 1 0 0 511 0 0
