lang detectfast langid cld2 pre-detectfast pre-langid pre-cld2
da 3 0 0 686.333 0 0
en 4 5 4 896.75 -38.9222 774.75
br 0 2 0 0 -4.39922 0
zh 2 2 2 522.5 -4155.75 1903
un 0 0 3 0 0 0
ru 1 1 1 352 -13992.4 530
